seed,executed_steps,success,error,action_smoothness_mean,action_smoothness_max,prediction_inconsistency_mean,prediction_inconsistency_max
1,400,False,,0.030356930727390034,0.5187870264053345,0.18143599917341893,0.45518821477890015
2,252,True,,0.03742762833892366,1.0200525522232056,0.0840185279419935,0.4742650091648102
3,243,True,,0.0356961919847695,1.02009916305542,0.06370604343804692,0.4960249364376068
4,364,True,,0.02437135469413442,1.0153743028640747,0.08832209227868348,0.48206496238708496
5,284,True,,0.03469494621655262,0.9896740317344666,0.057573436173633426,0.48380008339881897
6,400,False,,0.027518027513999874,0.5949406027793884,0.25855788485821624,0.5572752356529236
7,400,False,,0.016382204780103007,0.5458520650863647,0.0674118737860543,0.4750620126724243
8,311,True,,0.03199478462385389,1.0089342594146729,0.09331636123299118,0.4898582100868225
9,273,True,,0.03699460070749731,1.018642544746399,0.0821982382570722,0.4533320367336273
10,218,True,,0.05204226484351624,1.018599510192871,0.09837623715641038,0.48174163699150085
11,243,True,,0.03943418741730342,1.0160375833511353,0.07008232185155276,0.46939563751220703
12,400,False,,0.029796568393668763,0.5765779614448547,0.14978670038955105,0.5279497504234314
13,400,False,,0.0342096480594033,0.5747249722480774,0.18973530407406783,0.4978874623775482
14,254,True,,0.03580296409648582,1.0095659494400024,0.07584816689709784,0.5002221465110779
15,391,True,,0.02739556968638984,1.0151395797729492,0.0545084422466178,0.46153441071510315
16,400,False,,0.058268110376209686,0.6515324115753174,0.2381726363883879,0.5427336096763611
17,84,True,,0.011467918568481523,0.20636853575706482,0.10812466936073749,0.24918442964553833
18,400,False,,0.023081404890414013,0.5974932312965393,0.21158595182897902,0.4985104501247406
19,249,True,,0.03047632747597339,1.0096313953399658,0.07844028903937508,0.49794119596481323
20,400,False,,0.05253144741708408,0.5746727585792542,0.2778433613609849,0.562518835067749
